incident_type,severity,affected_residents,timestamp,actual_outage_hrs,actual_cost
water_shortage,low,43,2026-05-04 16:48:29.036966,2.17,498.72
power_outage,critical,1645,2026-05-04 17:03:39.036966,36.0,65187.45
water_shortage,high,306,2026-05-04 18:36:38.036966,18.12,12275.0
water_pressure_drop,medium,41,2026-05-04 18:43:12.036966,2.82,956.3
power_outage,high,400,2026-05-04 19:27:21.036966,11.14,10109.16
power_outage,medium,154,2026-05-04 19:39:10.036966,10.53,4959.62
water_pressure_drop,critical,773,2026-05-04 19:49:32.036966,16.04,17661.91
water_shortage,high,391,2026-05-04 20:07:41.036966,6.46,4344.31
power_outage,high,687,2026-05-04 21:01:05.036966,8.21,7502.86
power_outage,high,466,2026-05-04 21:32:00.036966,21.32,19408.33
power_overload,medium,83,2026-05-04 22:11:35.036966,4.4,2021.72
abnormal_infrastructure,high,149,2026-05-04 22:26:40.036966,17.83,10848.35
power_overload,critical,1695,2026-05-04 22:29:16.036966,21.59,36645.55
abnormal_infrastructure,high,292,2026-05-04 23:53:28.036966,6.8,4370.59
water_pressure_drop,medium,63,2026-05-05 00:06:08.036966,3.25,1040.91
abnormal_infrastructure,critical,608,2026-05-05 00:27:24.036966,19.8,23988.32
tank_overflow,low,15,2026-05-05 01:03:59.036966,1.1,421.62
water_pressure_drop,high,235,2026-05-05 01:30:35.036966,9.92,5819.62
power_overload,low,30,2026-05-05 01:43:24.036966,1.6,437.55
water_pressure_drop,medium,87,2026-05-05 02:39:14.036966,1.24,573.5
water_shortage,critical,2692,2026-05-05 02:46:31.036966,67.06,88624.96
water_shortage,low,37,2026-05-05 03:20:49.036966,2.0,632.97
power_overload,low,12,2026-05-05 04:06:22.036966,2.26,591.18
abnormal_infrastructure,critical,1740,2026-05-05 05:37:30.036966,50.73,61276.31
water_shortage,high,292,2026-05-05 06:51:33.036966,13.01,9257.95
water_shortage,low,9,2026-05-05 08:09:19.036966,2.14,492.39
power_outage,low,18,2026-05-05 08:21:17.036966,3.11,1048.23
water_pressure_drop,critical,1794,2026-05-05 09:08:18.036966,24.55,26608.79
abnormal_infrastructure,critical,2117,2026-05-05 09:25:23.036966,34.27,41619.54
water_shortage,medium,43,2026-05-05 09:26:48.036966,4.1,1544.06
power_overload,low,23,2026-05-05 10:11:05.036966,1.97,517.95
abnormal_infrastructure,medium,67,2026-05-05 10:18:39.036966,2.41,1086.72
power_outage,low,28,2026-05-05 10:19:44.036966,2.27,675.91
tank_overflow,high,291,2026-05-05 10:26:31.036966,9.45,6944.94
power_overload,medium,96,2026-05-05 10:34:25.036966,5.79,2743.84
water_pressure_drop,critical,1254,2026-05-05 11:27:31.036966,6.31,7080.24
tank_overflow,medium,93,2026-05-05 12:31:39.036966,6.2,2333.01
abnormal_infrastructure,low,11,2026-05-05 13:13:03.036966,2.78,534.25
abnormal_infrastructure,critical,805,2026-05-05 13:43:56.036966,55.51,66725.73
power_outage,high,570,2026-05-05 14:01:53.036966,19.88,18040.15
water_shortage,high,486,2026-05-05 14:12:57.036966,11.52,7910.1
water_shortage,high,613,2026-05-05 14:16:19.036966,12.39,8346.22
water_pressure_drop,medium,26,2026-05-05 16:12:01.036966,2.65,1138.59
water_pressure_drop,medium,78,2026-05-05 17:11:37.036966,5.58,1721.36
water_shortage,critical,1507,2026-05-05 17:36:03.036966,37.66,49832.85
power_outage,medium,60,2026-05-05 18:03:31.036966,11.62,5794.21
power_outage,high,559,2026-05-05 18:55:33.036966,19.71,18122.74
water_shortage,medium,153,2026-05-05 19:12:07.036966,3.47,1264.86
water_shortage,medium,130,2026-05-05 20:32:00.036966,10.49,3882.6
water_pressure_drop,low,27,2026-05-05 20:49:23.036966,1.98,448.81
power_outage,high,514,2026-05-05 20:52:49.036966,27.79,25121.51
water_pressure_drop,critical,1636,2026-05-05 22:02:51.036966,78.85,85234.9
power_overload,medium,29,2026-05-05 22:08:20.036966,3.82,1782.07
power_overload,medium,112,2026-05-05 22:52:38.036966,2.56,1406.39
abnormal_infrastructure,critical,2095,2026-05-05 23:14:24.036966,227.31,272839.34
power_overload,low,20,2026-05-05 23:57:08.036966,2.11,829.58
water_pressure_drop,medium,56,2026-05-06 00:05:33.036966,4.37,1525.5
abnormal_infrastructure,medium,53,2026-05-06 00:15:04.036966,4.76,1790.72
tank_overflow,medium,76,2026-05-06 00:24:53.036966,10.38,3987.76
tank_overflow,medium,48,2026-05-06 01:28:54.036966,4.39,2144.85
abnormal_infrastructure,critical,1559,2026-05-06 02:43:15.036966,32.19,39220.24
water_shortage,medium,115,2026-05-06 03:07:56.036966,3.41,1357.23
power_outage,high,322,2026-05-06 04:28:46.036966,18.84,17252.61
power_overload,critical,1099,2026-05-06 05:11:46.036966,69.33,116774.38
abnormal_infrastructure,medium,29,2026-05-06 05:26:49.036966,6.35,2262.67
tank_overflow,low,22,2026-05-06 06:57:59.036966,0.94,576.94
water_shortage,high,229,2026-05-06 07:00:00.036966,35.12,23386.78
abnormal_infrastructure,high,224,2026-05-06 07:26:47.036966,14.97,9186.24
abnormal_infrastructure,medium,79,2026-05-06 08:06:46.036966,2.31,843.8
water_pressure_drop,critical,754,2026-05-06 10:14:28.036966,63.4,68622.43
water_pressure_drop,low,23,2026-05-06 10:55:45.036966,1.21,281.02
tank_overflow,medium,103,2026-05-06 11:55:04.036966,4.35,1943.76
power_outage,high,585,2026-05-06 12:13:08.036966,10.21,9523.59
power_overload,critical,1979,2026-05-06 12:37:01.036966,68.81,115706.71
power_outage,high,661,2026-05-06 13:59:44.036966,14.75,13434.97
water_pressure_drop,medium,67,2026-05-06 15:29:47.036966,1.5,528.32
abnormal_infrastructure,critical,595,2026-05-06 15:54:19.036966,60.24,72551.78
power_overload,medium,49,2026-05-06 17:43:46.036966,8.37,3800.39
water_shortage,critical,3508,2026-05-06 20:27:10.036966,18.48,24616.69
water_pressure_drop,low,30,2026-05-06 22:44:27.036966,1.6,567.48
power_outage,medium,180,2026-05-06 23:17:21.036966,6.98,3621.59
abnormal_infrastructure,critical,1465,2026-05-06 23:42:15.036966,36.69,44235.71
tank_overflow,low,21,2026-05-07 00:46:48.036966,0.82,307.69
tank_overflow,high,183,2026-05-07 02:38:55.036966,9.87,7503.72
abnormal_infrastructure,high,367,2026-05-07 02:56:47.036966,23.08,14033.63
power_overload,low,15,2026-05-07 03:22:43.036966,2.43,576.68
water_pressure_drop,high,360,2026-05-07 05:54:07.036966,6.04,3539.95
water_pressure_drop,critical,1353,2026-05-07 06:53:34.036966,87.74,94916.39
tank_overflow,low,13,2026-05-07 07:30:55.036966,1.09,657.02
power_outage,low,18,2026-05-07 07:43:32.036966,2.36,776.56
abnormal_infrastructure,critical,1324,2026-05-07 08:41:50.036966,30.93,37175.0
abnormal_infrastructure,low,9,2026-05-07 08:51:02.036966,1.83,367.7
abnormal_infrastructure,high,242,2026-05-07 08:56:19.036966,7.57,4681.83
water_shortage,high,280,2026-05-07 10:29:51.036966,10.64,7337.7
water_pressure_drop,high,381,2026-05-07 11:30:40.036966,21.34,11830.64
water_shortage,medium,172,2026-05-07 14:25:37.036966,6.8,2565.41
power_outage,high,369,2026-05-07 15:08:07.036966,13.26,12034.65
power_outage,high,466,2026-05-07 16:32:52.036966,16.52,15021.84
water_pressure_drop,low,23,2026-05-07 16:52:33.036966,1.0,281.76
water_shortage,high,673,2026-05-07 17:01:27.036966,22.06,14911.12
water_shortage,low,16,2026-05-07 17:19:46.036966,1.74,531.59
water_pressure_drop,medium,113,2026-05-07 18:16:19.036966,3.62,1153.04
abnormal_infrastructure,medium,60,2026-05-07 19:33:29.036966,3.33,1166.57
tank_overflow,critical,1427,2026-05-07 19:44:32.036966,23.74,34573.58
tank_overflow,high,365,2026-05-07 19:53:12.036966,24.47,17920.19
water_shortage,low,22,2026-05-07 20:03:59.036966,1.13,610.57
abnormal_infrastructure,high,446,2026-05-07 20:37:45.036966,13.6,8303.56
water_pressure_drop,critical,1058,2026-05-07 21:14:53.036966,31.31,33924.59
abnormal_infrastructure,high,173,2026-05-07 23:21:44.036966,8.21,5204.7
power_outage,critical,673,2026-05-08 00:18:14.036966,32.75,59092.36
power_outage,critical,1501,2026-05-08 01:13:24.036966,44.17,79647.21
water_pressure_drop,medium,79,2026-05-08 02:41:47.036966,1.47,510.26
tank_overflow,high,398,2026-05-08 03:21:44.036966,19.6,14396.65
water_pressure_drop,critical,2120,2026-05-08 03:50:22.036966,19.52,21158.5
abnormal_infrastructure,critical,708,2026-05-08 04:03:48.036966,27.92,33605.04
abnormal_infrastructure,critical,1076,2026-05-08 05:13:49.036966,41.7,50195.22
water_shortage,medium,96,2026-05-08 06:50:29.036966,4.12,1496.23
power_overload,high,281,2026-05-08 07:40:31.036966,38.13,32190.19
power_overload,low,30,2026-05-08 07:46:56.036966,3.76,931.48
water_shortage,critical,3151,2026-05-08 10:44:01.036966,31.33,41535.37
power_outage,medium,145,2026-05-08 11:35:20.036966,13.26,6628.47
water_pressure_drop,low,21,2026-05-08 12:24:05.036966,1.82,472.56
water_shortage,critical,3001,2026-05-08 13:38:56.036966,17.18,22957.05
water_shortage,low,13,2026-05-08 13:48:08.036966,1.39,357.48
tank_overflow,medium,76,2026-05-08 14:19:11.036966,5.21,1979.97
water_shortage,low,19,2026-05-08 14:23:47.036966,0.99,246.81
tank_overflow,medium,60,2026-05-08 14:26:16.036966,7.2,2970.8
abnormal_infrastructure,low,8,2026-05-08 14:37:26.036966,2.37,731.35
abnormal_infrastructure,medium,63,2026-05-08 14:51:07.036966,3.71,1476.17
power_outage,low,21,2026-05-08 15:04:57.036966,1.69,675.68
water_shortage,high,672,2026-05-08 16:20:42.036966,7.98,5490.07
power_overload,medium,82,2026-05-08 17:04:54.036966,3.99,1853.53
power_overload,medium,39,2026-05-08 17:47:15.036966,5.6,2731.67
power_overload,low,16,2026-05-08 18:39:19.036966,2.36,653.31
water_shortage,critical,3255,2026-05-08 19:09:40.036966,17.32,23109.74
abnormal_infrastructure,critical,1537,2026-05-08 20:13:00.036966,8.62,10521.43
power_outage,low,21,2026-05-08 23:08:14.036966,2.88,876.59
power_outage,low,13,2026-05-09 00:14:08.036966,2.38,640.07
power_overload,high,134,2026-05-09 00:22:46.036966,10.53,9375.16
water_pressure_drop,high,250,2026-05-09 00:46:57.036966,8.76,4844.06
tank_overflow,high,378,2026-05-09 01:10:20.036966,18.21,14221.93
power_outage,low,42,2026-05-09 02:09:05.036966,2.47,688.17
abnormal_infrastructure,critical,1355,2026-05-09 02:13:43.036966,60.26,72574.38
abnormal_infrastructure,medium,66,2026-05-09 03:05:56.036966,4.59,1459.83
water_pressure_drop,low,25,2026-05-09 03:29:00.036966,1.1,409.3
abnormal_infrastructure,critical,1001,2026-05-09 03:33:52.036966,77.06,92791.49
water_shortage,critical,1719,2026-05-09 03:38:19.036966,55.64,73829.87
abnormal_infrastructure,low,28,2026-05-09 04:52:38.036966,1.97,498.22
water_pressure_drop,high,473,2026-05-09 05:41:15.036966,12.25,6824.47
water_pressure_drop,high,228,2026-05-09 07:20:54.036966,24.92,13579.49
water_pressure_drop,critical,2150,2026-05-09 07:21:54.036966,38.68,42040.32
power_outage,high,222,2026-05-09 08:35:23.036966,19.44,17637.56
water_pressure_drop,low,14,2026-05-09 08:43:28.036966,0.69,200.18
abnormal_infrastructure,high,321,2026-05-09 08:55:18.036966,11.85,7355.83
abnormal_infrastructure,high,323,2026-05-09 08:57:41.036966,7.52,4694.09
abnormal_infrastructure,critical,1289,2026-05-09 10:58:42.036966,7.9,9611.79
abnormal_infrastructure,medium,103,2026-05-09 11:31:41.036966,5.9,1942.26
water_shortage,low,39,2026-05-09 11:45:54.036966,1.57,393.83
water_shortage,high,606,2026-05-09 14:04:29.036966,14.73,9986.21
tank_overflow,critical,1493,2026-05-09 15:07:08.036966,51.96,75074.07
tank_overflow,critical,1913,2026-05-09 15:12:12.036966,35.97,51975.22
abnormal_infrastructure,critical,1772,2026-05-09 15:22:10.036966,18.77,22727.0
power_outage,critical,2455,2026-05-09 16:01:55.036966,46.68,84750.66
power_overload,medium,93,2026-05-09 16:02:44.036966,6.36,2791.88
power_overload,low,13,2026-05-09 16:45:14.036966,3.03,931.33
tank_overflow,low,18,2026-05-09 16:59:00.036966,1.52,339.5
tank_overflow,medium,52,2026-05-09 17:20:31.036966,3.82,1511.35
power_outage,low,16,2026-05-09 17:22:45.036966,2.94,900.15
water_pressure_drop,medium,62,2026-05-09 17:47:33.036966,3.45,1136.2
power_overload,low,7,2026-05-09 18:16:42.036966,2.59,861.44
water_pressure_drop,high,323,2026-05-09 18:18:52.036966,4.9,2772.34
water_pressure_drop,low,29,2026-05-09 18:36:32.036966,1.05,354.29
abnormal_infrastructure,critical,1183,2026-05-09 18:41:29.036966,25.97,31280.68
tank_overflow,critical,1399,2026-05-09 18:55:12.036966,42.21,60958.48
abnormal_infrastructure,medium,58,2026-05-09 20:16:56.036966,5.85,1864.12
water_shortage,high,330,2026-05-09 20:20:41.036966,11.29,7517.39
abnormal_infrastructure,critical,1848,2026-05-09 20:42:18.036966,12.34,14986.43
power_outage,high,153,2026-05-09 20:42:45.036966,20.14,18309.47
water_pressure_drop,high,447,2026-05-09 22:28:35.036966,4.76,3139.39
abnormal_infrastructure,critical,1744,2026-05-09 22:48:14.036966,89.87,108043.48
power_outage,medium,57,2026-05-09 23:12:32.036966,3.83,1965.11
water_pressure_drop,high,486,2026-05-10 00:07:15.036966,15.8,8883.42
water_pressure_drop,critical,1796,2026-05-10 00:17:25.036966,10.7,11678.4
water_shortage,low,13,2026-05-10 00:34:50.036966,2.25,652.28
power_overload,low,23,2026-05-10 01:38:06.036966,2.4,652.78
water_pressure_drop,medium,69,2026-05-10 02:36:03.036966,2.49,1167.29
water_pressure_drop,medium,29,2026-05-10 03:36:46.036966,3.22,1134.53
power_outage,high,504,2026-05-10 06:15:45.036966,27.94,25262.7
water_shortage,low,24,2026-05-10 08:05:55.036966,2.59,638.21
abnormal_infrastructure,low,11,2026-05-10 08:08:00.036966,1.73,404.33
power_outage,low,10,2026-05-10 09:15:40.036966,1.78,529.14
water_shortage,critical,3685,2026-05-10 09:43:46.036966,52.93,69992.73
water_shortage,high,312,2026-05-10 11:37:47.036966,11.96,8123.76
tank_overflow,critical,2090,2026-05-10 12:59:07.036966,31.02,44790.64
power_outage,low,13,2026-05-10 13:26:51.036966,1.89,661.25
power_overload,high,498,2026-05-10 14:07:12.036966,18.14,15389.71
tank_overflow,low,21,2026-05-10 14:44:36.036966,0.84,521.55
power_outage,high,658,2026-05-10 14:47:48.036966,11.1,10123.25
water_pressure_drop,high,119,2026-05-10 15:54:54.036966,14.98,8236.83
power_overload,critical,445,2026-05-10 16:44:30.036966,102.45,172441.5
power_overload,critical,1843,2026-05-10 16:58:42.036966,40.92,68937.75
water_pressure_drop,high,217,2026-05-10 17:09:16.036966,5.55,3190.33
power_overload,medium,89,2026-05-10 17:34:28.036966,5.68,2483.26
abnormal_infrastructure,medium,65,2026-05-10 17:45:06.036966,5.67,1920.96
water_shortage,medium,55,2026-05-10 20:23:32.036966,3.67,1447.75
water_pressure_drop,high,435,2026-05-10 21:19:34.036966,10.43,6003.28
water_pressure_drop,high,172,2026-05-10 21:37:41.036966,19.44,10793.79
power_outage,low,33,2026-05-10 21:49:30.036966,1.73,886.26
power_overload,critical,896,2026-05-10 23:18:30.036966,159.99,268871.93
tank_overflow,high,273,2026-05-10 23:21:01.036966,17.4,12676.75
power_outage,critical,2445,2026-05-10 23:28:11.036966,38.23,68939.41
water_shortage,medium,90,2026-05-10 23:31:30.036966,8.03,2837.83
power_outage,high,616,2026-05-11 01:11:58.036966,48.72,43979.93
abnormal_infrastructure,high,113,2026-05-11 02:04:36.036966,14.08,8838.94
water_shortage,critical,2542,2026-05-11 02:49:17.036966,92.27,121966.73
abnormal_infrastructure,critical,618,2026-05-11 02:55:03.036966,21.47,26041.11
water_shortage,high,480,2026-05-11 04:12:55.036966,8.87,6080.64
water_pressure_drop,high,451,2026-05-11 04:14:18.036966,8.15,4580.75
abnormal_infrastructure,high,265,2026-05-11 04:34:43.036966,5.69,3577.76
tank_overflow,critical,1525,2026-05-11 05:12:12.036966,23.82,34442.97
tank_overflow,low,26,2026-05-11 05:13:35.036966,1.07,652.55
power_outage,low,36,2026-05-11 06:21:41.036966,1.38,367.61
water_pressure_drop,low,6,2026-05-11 07:00:16.036966,1.55,662.96
water_shortage,high,366,2026-05-11 08:03:56.036966,15.51,10330.36
water_shortage,low,15,2026-05-11 08:49:37.036966,2.51,679.65
water_pressure_drop,low,29,2026-05-11 09:34:02.036966,1.4,421.02
abnormal_infrastructure,medium,103,2026-05-11 11:16:49.036966,2.98,1092.9
tank_overflow,high,200,2026-05-11 12:10:09.036966,8.21,6400.62
water_shortage,medium,114,2026-05-11 12:21:58.036966,4.16,1551.99
water_shortage,low,45,2026-05-11 12:40:45.036966,1.54,376.61
power_outage,medium,127,2026-05-11 13:38:39.036966,9.33,4383.52
tank_overflow,low,5,2026-05-11 16:16:53.036966,0.89,305.31
abnormal_infrastructure,low,19,2026-05-11 16:24:42.036966,0.81,271.23
power_overload,low,10,2026-05-11 19:52:01.036966,2.89,700.86
tank_overflow,high,124,2026-05-11 22:36:12.036966,14.62,10711.17
abnormal_infrastructure,low,21,2026-05-11 23:07:31.036966,0.76,293.76
power_outage,critical,2806,2026-05-12 02:15:29.036966,76.43,137826.61
water_pressure_drop,critical,1226,2026-05-12 03:00:52.036966,13.99,15227.98
water_shortage,critical,2961,2026-05-12 03:11:21.036966,139.45,184195.62
abnormal_infrastructure,high,416,2026-05-12 03:23:34.036966,3.73,2485.85
power_outage,high,679,2026-05-12 03:59:00.036966,8.41,7917.86
abnormal_infrastructure,low,23,2026-05-12 05:19:22.036966,2.3,420.8
power_overload,medium,83,2026-05-12 07:49:52.036966,4.87,2123.19
power_outage,critical,3615,2026-05-12 08:19:23.036966,59.81,107812.72
water_shortage,critical,2604,2026-05-12 09:40:57.036966,58.05,76861.62
water_shortage,low,31,2026-05-12 09:48:39.036966,1.96,478.44
tank_overflow,critical,2457,2026-05-12 11:18:05.036966,25.22,36713.71
power_overload,medium,27,2026-05-12 11:35:12.036966,3.9,1837.55
power_outage,high,438,2026-05-12 12:30:29.036966,25.8,23324.76
power_outage,critical,3273,2026-05-12 12:36:35.036966,33.65,60847.77
water_pressure_drop,high,370,2026-05-12 13:22:40.036966,7.16,4074.22
abnormal_infrastructure,low,14,2026-05-12 13:37:05.036966,1.42,579.64
abnormal_infrastructure,critical,728,2026-05-12 14:10:39.036966,14.83,18150.32
power_outage,medium,39,2026-05-12 14:41:59.036966,4.49,2129.15
power_overload,medium,85,2026-05-12 15:09:51.036966,7.42,3452.01
water_shortage,high,270,2026-05-12 15:36:01.036966,10.65,7237.75
water_pressure_drop,high,301,2026-05-12 17:49:24.036966,13.43,7542.62
tank_overflow,high,433,2026-05-12 17:54:02.036966,11.83,8829.99
water_shortage,low,9,2026-05-12 18:40:59.036966,1.56,387.32
water_pressure_drop,high,408,2026-05-12 19:19:38.036966,19.6,10746.16
abnormal_infrastructure,high,468,2026-05-12 20:03:28.036966,15.07,9085.64
tank_overflow,critical,642,2026-05-12 20:17:59.036966,52.91,76279.46
water_shortage,medium,142,2026-05-12 21:01:29.036966,6.02,2303.91
abnormal_infrastructure,critical,1650,2026-05-12 21:37:17.036966,41.92,50385.6
power_outage,medium,171,2026-05-12 21:38:27.036966,5.21,2665.41
water_pressure_drop,low,15,2026-05-12 21:57:58.036966,1.05,479.52
water_pressure_drop,low,25,2026-05-12 23:36:07.036966,0.97,278.99
water_pressure_drop,critical,868,2026-05-12 23:45:14.036966,9.54,10408.68
water_shortage,medium,63,2026-05-13 00:34:21.036966,2.84,1004.2
abnormal_infrastructure,critical,1986,2026-05-13 02:16:49.036966,18.79,22755.0
power_overload,high,292,2026-05-13 03:32:13.036966,17.31,14642.4
power_overload,medium,92,2026-05-13 03:51:27.036966,5.71,2632.09
water_shortage,high,717,2026-05-13 03:55:34.036966,13.98,9756.19
power_outage,low,40,2026-05-13 04:58:18.036966,4.05,1166.75
water_shortage,critical,1293,2026-05-13 05:52:00.036966,59.85,79083.01
power_outage,high,294,2026-05-13 06:10:43.036966,16.93,15446.56
power_outage,medium,93,2026-05-13 06:51:34.036966,8.04,4016.37
tank_overflow,low,22,2026-05-13 07:54:20.036966,1.22,399.16
water_shortage,medium,171,2026-05-13 08:40:22.036966,9.45,3294.14
power_overload,medium,76,2026-05-13 09:24:52.036966,4.3,1910.17
water_shortage,medium,99,2026-05-13 15:32:11.036966,4.75,1868.53
water_shortage,low,37,2026-05-13 15:48:04.036966,1.67,477.76
water_pressure_drop,low,13,2026-05-13 16:21:32.036966,1.37,324.68
abnormal_infrastructure,critical,1055,2026-05-13 17:18:26.036966,26.18,31610.64
water_shortage,critical,3201,2026-05-13 20:03:21.036966,138.66,183236.82
power_overload,medium,95,2026-05-13 20:21:53.036966,8.84,3811.78
tank_overflow,critical,2473,2026-05-13 20:59:55.036966,19.85,28773.71
water_shortage,critical,1009,2026-05-13 21:06:23.036966,82.71,109320.97
power_outage,critical,2355,2026-05-13 23:43:59.036966,56.93,102789.31
abnormal_infrastructure,medium,49,2026-05-13 23:59:52.036966,3.94,1301.53
water_shortage,low,10,2026-05-14 00:12:07.036966,1.62,569.98
power_outage,high,333,2026-05-14 00:49:38.036966,29.19,26695.73
power_overload,high,151,2026-05-14 01:46:56.036966,13.57,11637.41
tank_overflow,critical,2092,2026-05-14 02:34:42.036966,63.81,92139.84
water_shortage,medium,174,2026-05-14 02:41:34.036966,3.4,1258.21
abnormal_infrastructure,low,25,2026-05-14 03:21:09.036966,1.41,476.52
tank_overflow,medium,72,2026-05-14 04:15:30.036966,2.69,1188.76
tank_overflow,critical,2030,2026-05-14 04:39:27.036966,61.84,89416.83
tank_overflow,high,419,2026-05-14 05:12:20.036966,8.92,6525.74
water_shortage,critical,2226,2026-05-14 05:25:27.036966,46.28,61497.89
power_outage,medium,153,2026-05-14 05:53:12.036966,6.3,3014.46
tank_overflow,low,28,2026-05-14 06:57:53.036966,1.52,458.79
water_shortage,medium,154,2026-05-14 07:00:48.036966,3.1,1193.74
power_overload,high,479,2026-05-14 07:02:33.036966,4.32,3727.14
tank_overflow,medium,70,2026-05-14 07:03:06.036966,4.81,1970.69
tank_overflow,low,7,2026-05-14 07:27:22.036966,2.09,559.15
power_outage,medium,175,2026-05-14 07:44:35.036966,5.07,2352.37
water_pressure_drop,low,23,2026-05-14 08:03:31.036966,1.74,393.12
water_shortage,low,27,2026-05-14 08:07:22.036966,1.25,806.08
power_overload,medium,80,2026-05-14 08:31:32.036966,2.12,959.67
water_shortage,critical,3249,2026-05-14 08:47:45.036966,92.43,122238.66
tank_overflow,medium,43,2026-05-14 10:27:36.036966,2.55,1033.57
power_overload,critical,1735,2026-05-14 11:27:56.036966,46.26,77892.17
power_overload,low,12,2026-05-14 11:32:23.036966,1.92,920.13
water_shortage,high,532,2026-05-14 11:40:21.036966,10.12,6781.05
tank_overflow,medium,62,2026-05-14 13:22:14.036966,4.08,1587.03
water_pressure_drop,medium,104,2026-05-14 13:22:39.036966,4.36,1440.91
water_shortage,high,330,2026-05-14 13:55:15.036966,7.63,5223.97
abnormal_infrastructure,low,18,2026-05-14 14:28:47.036966,1.94,400.26
water_pressure_drop,medium,77,2026-05-14 14:43:26.036966,4.05,1231.87
water_shortage,critical,2089,2026-05-14 15:18:59.036966,5.7,7683.73
tank_overflow,critical,529,2026-05-14 15:25:23.036966,36.13,52207.13
power_overload,medium,52,2026-05-14 16:00:18.036966,4.38,2108.03
water_shortage,high,642,2026-05-14 16:10:50.036966,11.26,7778.69
power_outage,low,16,2026-05-14 17:08:28.036966,2.53,722.99
tank_overflow,critical,2334,2026-05-14 17:15:53.036966,30.14,43569.5
abnormal_infrastructure,low,28,2026-05-14 17:33:11.036966,1.23,365.42
power_outage,critical,1500,2026-05-14 18:36:03.036966,37.0,66838.0
power_outage,critical,3058,2026-05-14 19:33:52.036966,18.21,32902.33
abnormal_infrastructure,medium,108,2026-05-14 19:50:23.036966,4.26,1441.89
power_overload,low,12,2026-05-14 21:00:01.036966,2.51,628.55
water_pressure_drop,low,12,2026-05-14 21:01:04.036966,0.74,182.46
power_outage,medium,154,2026-05-14 21:22:18.036966,4.58,2424.97
abnormal_infrastructure,high,153,2026-05-14 21:48:05.036966,10.65,6517.04
power_overload,high,292,2026-05-14 22:38:09.036966,8.56,7345.29
water_pressure_drop,high,118,2026-05-14 22:47:01.036966,8.23,4612.36
tank_overflow,low,8,2026-05-14 23:16:00.036966,1.12,468.09
tank_overflow,medium,106,2026-05-14 23:33:26.036966,3.54,1382.36
power_overload,high,236,2026-05-15 00:26:46.036966,19.15,16263.27
water_pressure_drop,low,15,2026-05-15 01:42:10.036966,2.05,542.25
power_outage,low,22,2026-05-15 03:31:58.036966,2.93,895.49
abnormal_infrastructure,low,30,2026-05-15 04:18:15.036966,1.36,286.16
power_outage,low,9,2026-05-15 05:49:07.036966,1.23,496.29
power_outage,high,699,2026-05-15 06:28:38.036966,41.09,37127.02
power_outage,high,498,2026-05-15 07:49:22.036966,18.43,17258.74
abnormal_infrastructure,medium,106,2026-05-15 09:03:30.036966,6.17,2048.5
abnormal_infrastructure,low,11,2026-05-15 09:43:19.036966,1.67,626.31
water_pressure_drop,low,14,2026-05-15 09:48:34.036966,1.49,557.6
abnormal_infrastructure,medium,36,2026-05-15 09:53:27.036966,5.89,2022.69
water_shortage,high,696,2026-05-15 11:38:08.036966,6.03,4143.62
water_pressure_drop,high,355,2026-05-15 12:57:48.036966,10.4,5735.64
tank_overflow,medium,51,2026-05-15 13:29:39.036966,4.37,1915.02
power_overload,medium,117,2026-05-15 13:36:16.036966,6.59,3041.87
abnormal_infrastructure,critical,1871,2026-05-15 13:45:36.036966,52.93,63732.48
abnormal_infrastructure,medium,77,2026-05-15 13:49:02.036966,3.38,1200.98
power_outage,medium,64,2026-05-15 14:51:22.036966,12.27,5685.33
water_pressure_drop,critical,626,2026-05-15 15:03:11.036966,36.7,39922.07
water_pressure_drop,medium,29,2026-05-15 15:31:56.036966,4.39,1312.23
tank_overflow,medium,115,2026-05-15 15:47:33.036966,3.43,1373.11
water_shortage,low,22,2026-05-15 16:12:10.036966,1.68,402.9
power_outage,critical,720,2026-05-15 17:02:00.036966,16.1,29028.53
water_pressure_drop,medium,37,2026-05-15 18:09:01.036966,3.34,1218.03
water_pressure_drop,low,10,2026-05-15 18:17:35.036966,1.42,303.58
power_overload,medium,102,2026-05-15 21:40:31.036966,11.27,4960.8
abnormal_infrastructure,low,16,2026-05-15 22:22:05.036966,1.42,301.51
water_pressure_drop,high,214,2026-05-15 23:07:36.036966,20.74,11353.31
abnormal_infrastructure,high,487,2026-05-16 00:11:01.036966,10.63,6526.92
abnormal_infrastructure,medium,99,2026-05-16 00:17:10.036966,3.77,1463.69
water_pressure_drop,medium,92,2026-05-16 01:10:14.036966,4.17,1445.51
water_shortage,high,261,2026-05-16 01:19:34.036966,5.67,4127.71
water_pressure_drop,critical,2052,2026-05-16 01:37:02.036966,23.64,25635.18
abnormal_infrastructure,low,15,2026-05-16 02:08:47.036966,1.54,474.31
water_shortage,high,447,2026-05-16 02:31:03.036966,37.26,24785.62
power_overload,medium,56,2026-05-16 03:16:34.036966,8.54,3821.48
water_shortage,medium,64,2026-05-16 05:08:55.036966,11.1,4106.87
water_pressure_drop,critical,592,2026-05-16 05:12:38.036966,27.58,30116.73
water_pressure_drop,low,16,2026-05-16 05:22:45.036966,1.41,400.69
power_overload,critical,2124,2026-05-16 05:36:40.036966,8.33,14182.92
power_outage,critical,3061,2026-05-16 07:18:21.036966,67.66,122037.22
